	time	V(na)	V(nt)	I(Rgnd)	I(Rrad)	power
1522	1970-01-01 00:00:00.000001522	0.07184131608618194	0.8417397587685113	0.009977960589243958	4.6955042382362754e-07	1.1467703512009647e-07
1523	1970-01-01 00:00:00.000001523	0.07151169896728243	0.8414630555753394	0.00993218042510572	4.615224270075672e-07	1.1530769679633313e-07
1524	1970-01-01 00:00:00.000001524	0.07118206622006905	0.8412072971600401	0.009886398076623231	5.41453176957345e-07	1.1650171267859257e-07
1525	1970-01-01 00:00:00.000001525	0.07085375781542577	0.8408832100534998	0.009840799703187696	5.476437031803387e-07	1.1562589347086239e-07
1526	1970-01-01 00:00:00.000001526	0.0705244216041527	0.840615005202054	0.009795058567537396	3.114924797387809e-07	1.1619935491792063e-07
1527	1970-01-01 00:00:00.000001527	0.07019694354092527	0.8402966799043594	0.00974957549588523	3.946804491861654e-07	1.1657101778577142e-07
1528	1970-01-01 00:00:00.000001528	0.06986933723051225	0.8400126266815144	0.009704074618819598	4.5713429589922053e-07	1.1920537061735176e-07
1529	1970-01-01 00:00:00.000001529	0.0695419960441029	0.8397307907116606	0.009658610559082303	4.318365271555853e-07	1.1548375536192215e-07
1530	1970-01-01 00:00:00.000001530	0.0692161227037862	0.8394201416592427	0.009613350390757237	4.146114367672605e-07	1.1570894016699042e-07
1531	1970-01-01 00:00:00.000001531	0.06889008638155697	0.8390949440138099	0.009568067547611093	3.070117570364183e-07	1.1697548892312828e-07
1532	1970-01-01 00:00:00.000001532	0.06856438536231885	0.8387839434559643	0.009522831292419175	4.190147497268673e-07	1.189144374171647e-07
1533	1970-01-01 00:00:00.000001533	0.06823944713029932	0.8384646737064649	0.009477700991320797	4.455158097863581e-07	1.1513631662370547e-07
1534	1970-01-01 00:00:00.000001534	0.06791489653764876	0.8381601259148037	0.009432624526081637	4.4771483196863546e-07	1.2013147124343806e-07
1535	1970-01-01 00:00:00.000001535	0.06759124230692076	0.837820716326758	0.009387672548423046	3.6418607155912186e-07	1.1598025877616359e-07
1536	1970-01-01 00:00:00.000001536	0.06726784211722754	0.8374720557499442	0.009342755846891019	3.9709492145085804e-07	1.1649096723470659e-07
1537	1970-01-01 00:00:00.000001537	0.06694524784536543	0.8371449366532977	0.009297951091131906	6.616363153754457e-07	1.1878106581369204e-07
1538	1970-01-01 00:00:00.000001538	0.06662324223445668	0.8368007179067957	0.00925322809342676	4.1398494355577796e-07	1.1824227039440618e-07
1539	1970-01-01 00:00:00.000001539	0.0663014471509686	0.8364637472834557	0.009208534326207973	4.0903754225896237e-07	1.1813775902012241e-07
1540	1970-01-01 00:00:00.000001540	0.06598108492871463	0.8361168736578303	0.009164039570060147	3.8952955737023853e-07	1.2024246066165497e-07
1541	1970-01-01 00:00:00.000001541	0.06566100278860068	0.8357417517087832	0.009119583722364467	4.7529005129021486e-07	1.167079829374903e-07
1542	1970-01-01 00:00:00.000001542	0.06534112992541467	0.8353837474897028	0.009075156942669487	4.7507375019815216e-07	1.1565475887318137e-07
1543	1970-01-01 00:00:00.000001543	0.0650223086367683	0.8350145150233698	0.009030876205430671	3.701736940385044e-07	1.1515254542908704e-07
1544	1970-01-01 00:00:00.000001544	0.0647043321841637	0.8346239112099644	0.008986712806939502	6.411851635506005e-07	1.155437480590794e-07
1545	1970-01-01 00:00:00.000001545	0.06438750925122386	0.8342577851802403	0.008942709615709836	6.770231205954606e-07	1.1647744495345193e-07
1546	1970-01-01 00:00:00.000001546	0.06406966842240036	0.8338660181362725	0.008898565055889558	4.441248683867735e-07	1.1214765188202434e-07
1547	1970-01-01 00:00:00.000001547	0.06375407148391406	0.8334808472447957	0.008854732161416008	4.531938481420461e-07	1.1818914826728397e-07
1548	1970-01-01 00:00:00.000001548	0.0634394528022712	0.8330748589957693	0.008811035124693832	4.1696551980405254e-07	1.1874300325685073e-07
1549	1970-01-01 00:00:00.000001549	0.06312513882936065	0.832654577433727	0.008767380389396302	3.515709717400312e-07	1.184745431230813e-07
1550	1970-01-01 00:00:00.000001550	0.06281148586540601	0.8322393898220245	0.008723817488542826	2.2703245837152396e-07	1.1825574062570878e-07
1551	1970-01-01 00:00:00.000001551	0.06249901646450033	0.831859208969508	0.008680418958602271	5.82972536008235e-07	1.1673766181364567e-07
1552	1970-01-01 00:00:00.000001552	0.06218679529536335	0.8313862854881855	0.008637054891997325	5.094005231407713e-07	1.1437198822117777e-07
1553	1970-01-01 00:00:00.000001553	0.061876002440164765	0.8309730207057776	0.008593889239118335	3.1583381048992533e-07	1.1972483914707302e-07
1554	1970-01-01 00:00:00.000001554	0.061565443806078146	0.8305164167427362	0.008550756090170322	3.614849261048647e-07	1.1967754691925952e-07
1555	1970-01-01 00:00:00.000001555	0.06125655663101604	0.8300949389483065	0.008507855093694295	6.289066357341801e-07	1.1638182279576886e-07
1556	1970-01-01 00:00:00.000001556	0.060947841238296926	0.8296246512929113	0.008464977951627284	5.071871564378064e-07	1.1707019397079031e-07
1557	1970-01-01 00:00:00.000001557	0.060640103659868494	0.8291649781789814	0.008422236638136632	3.536107691028642e-07	1.1776038539248566e-07
1558	1970-01-01 00:00:00.000001558	0.060333495938231695	0.8287065314081837	0.008379652220648902	4.055432916633961e-07	1.1550891556996208e-07
1559	1970-01-01 00:00:00.000001559	0.06002838775669642	0.82820327765625	0.008337276068861607	5.654085268758929e-07	1.1345046260681439e-07
1560	1970-01-01 00:00:00.000001560	0.059723435354076065	0.82773171303669	0.008294921581799933	5.816465776625404e-07	1.1661995253377215e-07
1561	1970-01-01 00:00:00.000001561	0.05941921333927775	0.8272387272403032	0.008252668514935354	4.924724281375389e-07	1.1655443893787558e-07
1562	1970-01-01 00:00:00.000001562	0.05911652025758252	0.8267220942685103	0.008210627813893845	2.862337501594559e-07	1.1683840882567136e-07
1563	1970-01-01 00:00:00.000001563	0.058814979033374265	0.826241536343342	0.008168747085388993	3.464444081125125e-07	1.1302886448380575e-07
1564	1970-01-01 00:00:00.000001564	0.058514383178631044	0.8256882442849193	0.008126997662882583	4.30693710177073e-07	1.1460441748437698e-07
1565	1970-01-01 00:00:00.000001565	0.058214574850646454	0.8251787579469461	0.008085357609117253	3.3407099565314306e-07	1.1488132947988516e-07
1566	1970-01-01 00:00:00.000001566	0.05791605448829431	0.8246595163879599	0.008043896456187291	3.9124246655518404e-07	1.1443241165575424e-07
1567	1970-01-01 00:00:00.000001567	0.057618655222532074	0.8240783803346347	0.008002591007361963	5.678477972747351e-07	1.1089695438951589e-07
1568	1970-01-01 00:00:00.000001568	0.05732199267903028	0.8235198408669423	0.007961387878337617	5.879223779446989e-07	1.1057442644907993e-07
1569	1970-01-01 00:00:00.000001569	0.05702604441403195	0.822981786705396	0.007920283938442631	3.297943711836666e-07	1.1346982650462864e-07
1570	1970-01-01 00:00:00.000001570	0.056731539819115676	0.8224176306275123	0.007879380534390353	5.034472850357303e-07	1.1406155691241915e-07
1571	1970-01-01 00:00:00.000001571	0.05643885658558357	0.821817770508815	0.007838730088484713	3.910368192735997e-07	1.1298967477319711e-07
1572	1970-01-01 00:00:00.000001572	0.05614645784622252	0.821216916828479	0.007798119155005023	2.97877810442696e-07	1.1436615928539821e-07
1573	1970-01-01 00:00:00.000001573	0.05585482086428014	0.8206359469610794	0.00775761400747184	1.1023470178543545e-07	1.1267103895158733e-07
1574	1970-01-01 00:00:00.000001574	0.055565936310614523	0.8200262671508379	0.007717491151061453	5.70315137052514e-07	1.1279050710134562e-07
1575	1970-01-01 00:00:00.000001575	0.055277018425998435	0.8193985440877055	0.007677363667300592	4.4856553816198675e-07	1.0898164231307926e-07
1576	1970-01-01 00:00:00.000001576	0.05498936151186213	0.8187791918419874	0.007637411328446733	2.6166778982978965e-07	1.0965149878176064e-07
1577	1970-01-01 00:00:00.000001577	0.05470322635680646	0.8181165489347387	0.007597670336510429	4.870098992599236e-07	1.0496671612334435e-07
1578	1970-01-01 00:00:00.000001578	0.05441759328224634	0.8174890599731514	0.007557999067792818	2.83693752133572e-07	1.0968602237717973e-07
1579	1970-01-01 00:00:00.000001579	0.05413390823904293	0.8168391805567978	0.00751859836314848	2.796138052434035e-07	1.1044819431071425e-07
1580	1970-01-01 00:00:00.000001580	0.053851411422814285	0.8161672508451808	0.007479362695287138	4.325369305205418e-07	1.0708579649730679e-07
1581	1970-01-01 00:00:00.000001581	0.053570167581765235	0.8154727833781362	0.007440301052307347	3.307945865625e-07	1.0728457704467679e-07
1582	1970-01-01 00:00:00.000001582	0.05328877375729027	0.8148033822678331	0.0074012185813144915	8.489401051144008e-08	1.0867612533982036e-07
1583	1970-01-01 00:00:00.000001583	0.05301121472184837	0.8140802484522207	0.007362668720726783	5.252748457895917e-07	1.07950852757733e-07
1584	1970-01-01 00:00:00.000001584	0.05273252518984498	0.8133648712199506	0.007323961823298135	2.468599160649292e-07	1.0962600647009532e-07
1585	1970-01-01 00:00:00.000001585	0.05245744480749803	0.81266112737681	0.007285756218879784	4.329775674037489e-07	1.0688747557299592e-07
1586	1970-01-01 00:00:00.000001586	0.052181649442387526	0.8119089339504095	0.0072474513013575685	3.0609045144721207e-07	1.0698767558089267e-07
1587	1970-01-01 00:00:00.000001587	0.0519072611306589	0.8111774670439265	0.007209341838637382	2.9377637548845236e-07	1.0392804085150636e-07
1588	1970-01-01 00:00:00.000001588	0.051635313269705815	0.8104102462946329	0.007171571283629014	3.594201737143499e-07	1.0169677249474712e-07
1589	1970-01-01 00:00:00.000001589	0.05136452705386259	0.8096584760373327	0.007133962085010683	4.955934530923199e-07	1.0531039513699945e-07
1590	1970-01-01 00:00:00.000001590	0.05109435101328529	0.8088878027358704	0.007096437632290025	4.4951037123778436e-07	1.0534551942172227e-07
1591	1970-01-01 00:00:00.000001591	0.050825222285521277	0.8080933431434361	0.007059058651880207	2.1642547459581177e-07	1.0325500625784888e-07
1592	1970-01-01 00:00:00.000001592	0.050558473590494424	0.8073095220069828	0.0070220102175920715	4.564519540072081e-07	1.0184087188782718e-07
1593	1970-01-01 00:00:00.000001593	0.050292134808299506	0.8064997998759585	0.00698501872203428	2.1329115007780777e-07	1.0296767030274525e-07
1594	1970-01-01 00:00:00.000001594	0.05002743740945504	0.8056808328218436	0.006948255197224416	2.1205769979803678e-07	1.0222984785732724e-07
1595	1970-01-01 00:00:00.000001595	0.04976505060927451	0.8048538017262777	0.006911812582646959	2.4541083474557156e-07	1.0042700373640577e-07
1596	1970-01-01 00:00:00.000001596	0.04950286252562803	0.8039997595358792	0.006875397573617213	3.093382774315647e-07	9.93266115128151e-08
1597	1970-01-01 00:00:00.000001597	0.0492426156189293	0.8031474083578044	0.006839252165236052	3.0553634083126266e-07	1.0003068678454161e-07
1598	1970-01-01 00:00:00.000001598	0.04898341509730709	0.8022618402353474	0.006803252099230595	4.999002692554877e-07	9.699354655442756e-08
1599	1970-01-01 00:00:00.000001599	0.04872607552051543	0.8014221757997061	0.006767510486605629	3.9945906139369275e-07	9.620958576270276e-08
1600	1970-01-01 00:00:00.000001600	0.048468634858693196	0.8005283481799683	0.0067317548482930135	1.0887823755132257e-07	9.650731589649481e-08
1601	1970-01-01 00:00:00.000001601	0.04821460758101065	0.7996214797983231	0.006696473284840245	4.5379198543859063e-07	9.53174484289914e-08
1602	1970-01-01 00:00:00.000001602	0.047960629623217926	0.7987152150147092	0.00666119856143924	1.9629144753258666e-07	9.51465660648985e-08
1603	1970-01-01 00:00:00.000001603	0.04770895147749178	0.7977797488830933	0.006626243260346978	2.6899449990248326e-07	9.388708991846665e-08
1604	1970-01-01 00:00:00.000001604	0.047458141513329555	0.7968498616789563	0.006591408539988655	4.7308189060011345e-07	9.197190268366472e-08
1605	1970-01-01 00:00:00.000001605	0.047209002282793865	0.7959050095400341	0.006556805880636002	3.7241200006030656e-07	9.225726777443228e-08
1606	1970-01-01 00:00:00.000001606	0.04696062531839891	0.7949731947805322	0.006522309069934046	4.98982872954287e-07	9.143625866004751e-08
1607	1970-01-01 00:00:00.000001607	0.04671401954281815	0.7939676376208347	0.006488058258842261	5.234321850631184e-07	8.888768134000681e-08
1608	1970-01-01 00:00:00.000001608	0.046469189398496244	0.7929782521531101	0.006454054077466393	3.9512637179562544e-07	9.005383213228744e-08
1609	1970-01-01 00:00:00.000001609	0.04622530453331812	0.7920020891487906	0.006420181198881789	4.932162054575536e-07	8.856206893738698e-08
1610	1970-01-01 00:00:00.000001610	0.04598469212717552	0.7909678246160846	0.006386762791946309	4.950037612956433e-07	8.616198678578003e-08
1611	1970-01-01 00:00:00.000001611	0.04574240671142467	0.7899643544720073	0.006353112045175239	7.394857962300866e-07	8.519549139326981e-08
1612	1970-01-01 00:00:00.000001612	0.045502166857926615	0.7889732403246085	0.006319745400845811	4.637343884817695e-07	8.526775223210575e-08
1613	1970-01-01 00:00:00.000001613	0.0452637493915828	0.7879584207227813	0.006286631855901189	3.086404736550778e-07	8.55060362825104e-08
1614	1970-01-01 00:00:00.000001614	0.045027362882965334	0.7868641236586202	0.006253800390458757	4.355262086381421e-07	8.394332498526535e-08
1615	1970-01-01 00:00:00.000001615	0.044793040870760775	0.7857993012030248	0.006221255668652613	5.178071447318974e-07	8.200930824205726e-08
1616	1970-01-01 00:00:00.000001616	0.04455860399198626	0.7847506174127076	0.006188695005495134	5.681336036362909e-07	8.168196179307038e-08
1617	1970-01-01 00:00:00.000001617	0.044325838673317276	0.7836929956083017	0.0061563664710468985	3.7024012746519436e-07	8.150345908920421e-08
1618	1970-01-01 00:00:00.000001618	0.044094684313793105	0.7825619603103448	0.006124261718965518	3.06246292912184e-07	8.01404100521807e-08
1619	1970-01-01 00:00:00.000001619	0.04386569506029631	0.7814286852073045	0.006092457649592282	5.456590665131504e-07	7.812144481712481e-08
1620	1970-01-01 00:00:00.000001620	0.04363695945672191	0.7803460507021178	0.006060688807320441	5.007986406744937e-07	7.798182605534423e-08
1621	1970-01-01 00:00:00.000001621	0.04340968916877734	0.7792164692378539	0.0060291235056412614	2.6777646051784477e-07	7.64823001781378e-08
1622	1970-01-01 00:00:00.000001622	0.043185054870197304	0.7780525917733934	0.005997924286604362	5.600126182392984e-07	7.536985587832271e-08
1623	1970-01-01 00:00:00.000001623	0.042961052654171	0.7768940914265879	0.0059668128741177835	6.246093818619693e-07	7.507566796886718e-08
1624	1970-01-01 00:00:00.000001624	0.04273767576184971	0.7757482946589596	0.005935788310057803	4.739162218300577e-07	7.406747879923511e-08
1625	1970-01-01 00:00:00.000001625	0.04251664273358805	0.7745631892092162	0.005905089272316777	4.92662296027556e-07	7.210157004939022e-08
1626	1970-01-01 00:00:00.000001626	0.04229599809055118	0.7733840394742937	0.005874444175428439	4.4589743755210747e-07	7.230794885197446e-08
1627	1970-01-01 00:00:00.000001627	0.042078193913649024	0.7721716211002785	0.005844193613509749	4.965708719997677e-07	7.147101705174414e-08
1628	1970-01-01 00:00:00.000001628	0.041861067288904395	0.7709651279716213	0.00581403713782275	6.050861675761805e-07	6.984706369521561e-08
1629	1970-01-01 00:00:00.000001629	0.04164482885295487	0.7697199531991624	0.005784004015821313	4.384473028385296e-07	6.839277594514911e-08
1630	1970-01-01 00:00:00.000001630	0.041430224449359725	0.7685131834458673	0.005754197845867288	5.917047133591385e-07	6.805156028862924e-08
1631	1970-01-01 00:00:00.000001631	0.04121721820895522	0.7672519728777984	0.005724613634328358	4.709628652728545e-07	6.81207316516401e-08
1632	1970-01-01 00:00:00.000001632	0.04100530582127858	0.7659893125874941	0.005695181369108726	5.606050535253149e-07	6.548210208811445e-08
1633	1970-01-01 00:00:00.000001633	0.04079492940970602	0.76475713845077	0.005665962412972468	4.646922728056463e-07	6.558303725856658e-08
1634	1970-01-01 00:00:00.000001634	0.04058587892994971	0.7634388569407087	0.005636927631505087	5.514805999497135e-07	6.46483872000019e-08
1635	1970-01-01 00:00:00.000001635	0.04037724772252844	0.762198549290489	0.005607951074586608	4.029895892388883e-07	6.412573820349344e-08
1636	1970-01-01 00:00:00.000001636	0.04017068722588236	0.7608499978117647	0.005579262114235294	4.789484680527059e-07	6.088373322018174e-08
1637	1970-01-01 00:00:00.000001637	0.03996631245469522	0.7595421728406684	0.005550876719698753	4.346960972981878e-07	6.237929562435903e-08
1638	1970-01-01 00:00:00.000001638	0.039763046390456046	0.7582230023037142	0.005522645333685943	5.564429367172073e-07	6.107900838804992e-08
1639	1970-01-01 00:00:00.000001639	0.03955980340209832	0.7569092739950489	0.005494417136036779	5.003210009135919e-07	6.067876466912714e-08
1640	1970-01-01 00:00:00.000001640	0.03935880533521857	0.7555769660775303	0.0054665007421939435	6.662716491375044e-07	5.854002714532994e-08
1641	1970-01-01 00:00:00.000001641	0.039159390289358685	0.7541996593126254	0.00543880421058226	5.676155603684894e-07	5.800634686661205e-08
1642	1970-01-01 00:00:00.000001642	0.03895983298003072	0.7528559586198748	0.005411087914687463	4.971374868453268e-07	5.715855033698219e-08
1643	1970-01-01 00:00:00.000001643	0.038763866785376244	0.7514375502484619	0.005383870398130619	5.298394451323947e-07	5.801122315407284e-08
1644	1970-01-01 00:00:00.000001644	0.038566643473571936	0.7501118788338469	0.005356478255866319	5.506800239227304e-07	5.6720724308670526e-08
1645	1970-01-01 00:00:00.000001645	0.03837232818268203	0.7486635768143485	0.005329490025775032	8.509530615797601e-07	5.390502589716397e-08
1646	1970-01-01 00:00:00.000001646	0.03817931038936372	0.7472990395061728	0.005302682002492878	6.575290214197531e-07	5.444769667537221e-08
1647	1970-01-01 00:00:00.000001647	0.03798622650487747	0.7458507542826552	0.005275864778967404	6.026587070434212e-07	5.337878549722212e-08
1648	1970-01-01 00:00:00.000001648	0.0377959005472103	0.7444355127443968	0.005249430635550788	5.108153527002862e-07	5.5643302187681584e-08
1649	1970-01-01 00:00:00.000001649	0.03760603651442881	0.7429888798592893	0.005223060620081087	4.7316442661042223e-07	5.325034165498958e-08
1650	1970-01-01 00:00:00.000001650	0.03741831711572913	0.74153820587603	0.005196988479159202	7.859969520504239e-07	5.243326839904818e-08
1651	1970-01-01 00:00:00.000001651	0.037229546884854275	0.7400999267677973	0.0051707703873626375	5.216543428910655e-07	5.036058864606078e-08
1652	1970-01-01 00:00:00.000001652	0.037043232797127464	0.7386279994853381	0.005144893440335129	4.5140120506403353e-07	4.91241473980057e-08
1653	1970-01-01 00:00:00.000001653	0.036859956621426854	0.7371406211386019	0.005119438406077348	7.450203399043959e-07	5.0433572506697395e-08
1654	1970-01-01 00:00:00.000001654	0.0366743026101044	0.7356591690507621	0.0050936531242049676	4.248134707913116e-07	4.738518362594277e-08
1655	1970-01-01 00:00:00.000001655	0.036492490006013956	0.7341670607890305	0.005068401389704113	5.040571662392352e-07	4.695583484767531e-08
1656	1970-01-01 00:00:00.000001656	0.03631118915109128	0.7326718973109853	0.0050432207038466174	6.213963388846014e-07	4.7156855428790213e-08
1657	1970-01-01 00:00:00.000001657	0.03613151314792471	0.7311242256274132	0.005018265717784748	5.183571130212355e-07	4.4546106472377346e-08
1658	1970-01-01 00:00:00.000001658	0.035951802160202974	0.7296420213362329	0.004993305863114654	5.001672127799929e-07	4.4626676742291086e-08
1659	1970-01-01 00:00:00.000001659	0.03577448221791767	0.7280696312106538	0.004968678086924939	5.357566970780872e-07	4.5121122704777155e-08
1660	1970-01-01 00:00:00.000001660	0.03559765663229407	0.726534350612641	0.004944118972825428	5.832945360050953e-07	4.286014557088318e-08
1661	1970-01-01 00:00:00.000001661	0.035421368648714216	0.7250249540150413	0.0049196345276564775	3.950206034798642e-07	4.507718311403904e-08
1662	1970-01-01 00:00:00.000001662	0.03524714901701094	0.7234167654556501	0.004895437356257594	4.7020892458444716e-07	4.2075381903413376e-08
1663	1970-01-01 00:00:00.000001663	0.035075057293443825	0.7218597952230076	0.00487153574226176	4.490827009456495e-07	4.479540740605178e-08
1664	1970-01-01 00:00:00.000001664	0.03490233669224211	0.7202568969553039	0.00484754676202655	5.60606206503471e-07	4.270271546956245e-08
1665	1970-01-01 00:00:00.000001665	0.03472916959300904	0.7187434818259595	0.00482349577474945	5.34685866641408e-07	3.733161238518656e-08
1666	1970-01-01 00:00:00.000001666	0.03455963903537765	0.7170885638389032	0.0047999498660790795	7.675930205398457e-07	3.482902111182949e-08
1667	1970-01-01 00:00:00.000001667	0.03439364230797501	0.7154466281881662	0.004776894765649883	3.6366375031042504e-07	4.1082976947597957e-08
1668	1970-01-01 00:00:00.000001668	0.034226127173166546	0.7138434574564632	0.00475362877593819	3.6545634279249446e-07	4.2947330732040026e-08
1669	1970-01-01 00:00:00.000001669	0.03406061861907692	0.7121894542769232	0.004730641474953846	3.133016653524923e-07	4.233661274132403e-08
1670	1970-01-01 00:00:00.000001670	0.03389119598271605	0.7106280063580247	0.004707110547283951	-2.563577376601235e-07	4.285496235107423e-08
1671	1970-01-01 00:00:00.000001671	0.03372615083035164	0.7089916558297348	0.004684187615175818	2.9299474161135103e-07	4.1392587487353703e-08
1672	1970-01-01 00:00:00.000001672	0.03356466966855594	0.7072863931370134	0.004661759679152292	4.5199303903006403e-07	3.9751418944959714e-08
1673	1970-01-01 00:00:00.000001673	0.033401172713331685	0.7056651957704674	0.004639051770096463	3.6437052516200836e-07	4.0648220281211476e-08
1674	1970-01-01 00:00:00.000001674	0.03323997988364896	0.7039681430870157	0.0046166638722614185	5.086069661527416e-07	3.821875455037574e-08
1675	1970-01-01 00:00:00.000001675	0.033079275675876596	0.7022910702143477	0.004594343844876719	4.981631555149845e-07	3.674992347231347e-08
1676	1970-01-01 00:00:00.000001676	0.03292006624456859	0.7005890718559901	0.0045722314258224706	4.0381267545412785e-07	3.4516468919924566e-08
1677	1970-01-01 00:00:00.000001677	0.032762336552238806	0.6988862020771144	0.004550324519029851	4.482087279820896e-07	3.5981119334240833e-08
1678	1970-01-01 00:00:00.000001678	0.03260393895104024	0.697233502989909	0.004528324855612309	5.056622299576429e-07	3.7222030966164105e-08
1679	1970-01-01 00:00:00.000001679	0.03244755115044248	0.6954876030412565	0.004506604327682911	3.7318038581864647e-07	3.454324451291562e-08
1680	1970-01-01 00:00:00.000001680	0.03229271719375	0.6937944654375	0.0044850996033749995	4.3435290538625e-07	3.4749646326706275e-08
1681	1970-01-01 00:00:00.000001681	0.03213736837949618	0.6920427410703095	0.004463523388895852	4.4993587924276223e-07	3.702380348495729e-08
1682	1970-01-01 00:00:00.000001682	0.031985406789968654	0.6903036462068965	0.004442417621943574	4.185231291281504e-07	3.6218883519584834e-08
1683	1970-01-01 00:00:00.000001683	0.03183073468167605	0.6886016861163227	0.004420935374484052	6.113877485607254e-07	3.160234577086447e-08
1684	1970-01-01 00:00:00.000001684	0.031679579561513405	0.6868339977825106	0.004399941594587823	7.422036132322726e-07	2.8235776089482794e-08
1685	1970-01-01 00:00:00.000001685	0.031529190088761094	0.6850654124515565	0.004379054192149018	7.611107010814538e-07	2.741661208974998e-08
1686	1970-01-01 00:00:00.000001686	0.031379593075862064	0.6832709111347962	0.004358276810783699	7.695400882423824e-07	2.730933281615968e-08
1687	1970-01-01 00:00:00.000001687	0.031231833059458106	0.6815563393753137	0.004337754588309081	9.879866865089062e-07	2.7115499660325983e-08
1688	1970-01-01 00:00:00.000001688	0.031084123626865672	0.6798129921517413	0.004317239392910448	9.500652592175373e-07	2.5932341109337153e-08
1689	1970-01-01 00:00:00.000001689	0.030935857943528235	0.6780235242878561	0.004296646929535232	9.233898669933784e-07	2.59831164821487e-08
1690	1970-01-01 00:00:00.000001690	0.03078091778951387	0.6764043255917537	0.00427512747467549	4.621364134334436e-07	4.553930798439559e-08
1691	1970-01-01 00:00:00.000001691	0.03064344516298768	0.6743549047484599	0.004256034051719712	7.06655052174025e-08	6.422448492295517e-08
1692	1970-01-01 00:00:00.000001692	0.030501443631802395	0.6725541388267079	0.004236311616492989	1.7518612683391222e-07	6.390485270349106e-08
1693	1970-01-01 00:00:00.000001693	0.030356878297138477	0.6706866631578947	0.004216233105646398	6.48313880074093e-07	4.478723566776169e-08
1694	1970-01-01 00:00:00.000001694	0.030216655147914346	0.6689218935883153	0.004196757665552667	1.039607481010521e-06	2.7363955682165133e-08
1695	1970-01-01 00:00:00.000001695	0.03006993557167659	0.6673299428819444	0.0041763799441964285	1.2292802549153025e-06	2.6626642880959342e-08
1696	1970-01-01 00:00:00.000001696	0.029922159277770675	0.6655182238910903	0.004155855459031062	5.474627110731178e-07	4.872877510757608e-08
1697	1970-01-01 00:00:00.000001697	0.029786011096423017	0.6635216113141524	0.004136945990927942	5.169573737984706e-07	6.253980894925211e-08
1698	1970-01-01 00:00:00.000001698	0.029652013584173777	0.6615641373803982	0.004118335230023274	6.811073096022759e-07	5.525369987473301e-08
1699	1970-01-01 00:00:00.000001699	0.029519067282204024	0.6595521914246711	0.004099870463018119	8.062987106377513e-07	3.388761491902152e-08
1700	1970-01-01 00:00:00.000001700	0.029382140940078936	0.6578061481640952	0.00408085290084918	1.2673171664933261e-06	2.499867261444633e-08
1701	1970-01-01 00:00:00.000001701	0.029245651226628557	0.655907642503275	0.004061896001786352	1.3730659275885437e-06	2.5106190396694872e-08
1702	1970-01-01 00:00:00.000001702	0.029108852448542534	0.6540054434384295	0.004042896174063058	1.3672608537193336e-06	2.5452994297266035e-08
1703	1970-01-01 00:00:00.000001703	0.02897493439517093	0.6521317174994024	0.0040242964438202255	1.3183851262293807e-06	2.59729163313791e-08
1704	1970-01-01 00:00:00.000001704	0.028840777871881	0.6502179385316699	0.0040056635982485605	1.1355151916081935e-06	2.672566850556463e-08
1705	1970-01-01 00:00:00.000001705	0.02870587837489459	0.6483432830020479	0.003986927550415613	1.3501959595242743e-06	2.6908999718250742e-08
1706	1970-01-01 00:00:00.000001706	0.02857217616648544	0.6464898893922919	0.003968357805243446	1.3127554839197778e-06	2.790527426623487e-08
1707	1970-01-01 00:00:00.000001707	0.02843947062757451	0.6445923235037557	0.003949926471165496	1.4459124966366609e-06	2.927553643433587e-08
1708	1970-01-01 00:00:00.000001708	0.028306510705610882	0.6426759702088899	0.003931459826815643	1.5206968281534733e-06	3.1330330124636196e-08
1709	1970-01-01 00:00:00.000001709	0.02817830832902988	0.6407787747817534	0.003913653943563261	1.7277901040523791e-06	3.119685583947284e-08
1710	1970-01-01 00:00:00.000001710	0.02804907346458643	0.638861538236751	0.003895704643387816	1.5122848796328876e-06	3.313845681162936e-08
1711	1970-01-01 00:00:00.000001711	0.027919447158694568	0.6368825978824115	0.003877700991529646	1.714421088558296e-06	3.451044531488851e-08
1712	1970-01-01 00:00:00.000001712	0.02779197602609132	0.6349599281610637	0.0038599966659558457	1.6981347334596085e-06	3.5897922481261797e-08
1713	1970-01-01 00:00:00.000001713	0.027664035891433632	0.6330170385296723	0.0038422272082753385	1.695619208458813e-06	3.880819889564509e-08
1714	1970-01-01 00:00:00.000001714	0.027536989324565882	0.631088145020429	0.00382458186031665	1.5536735597886874e-06	4.159464670842648e-08
1715	1970-01-01 00:00:00.000001715	0.0274106378734373	0.6291482075396313	0.0038070330375048335	1.5195458421465393e-06	4.719302417461174e-08
1716	1970-01-01 00:00:00.000001716	0.027285433911415292	0.6271569533832645	0.003789643601627066	1.492846502418647e-06	4.996355180831777e-08
1717	1970-01-01 00:00:00.000001717	0.027162573437540704	0.625147922586948	0.0037725796533802265	1.476043430065781e-06	5.3733653668400576e-08
1718	1970-01-01 00:00:00.000001718	0.027040744127398514	0.6231257188095549	0.003755658903928991	1.716084980558674e-06	5.744644617600653e-08
1719	1970-01-01 00:00:00.000001719	0.026918991199739752	0.621112049459987	0.0037387487899804817	1.4607880872890046e-06	6.588422633859395e-08
1720	1970-01-01 00:00:00.000001720	0.026793582151716934	0.6191290424598512	0.003721330856769813	1.2703327335787962e-06	7.18106123202275e-08
1721	1970-01-01 00:00:00.000001721	0.026670788158909747	0.6171400436230393	0.0037042761236821802	1.456113318106197e-06	8.203477000523294e-08
