	time	V(na)	V(nt)	I(Rgnd)	I(Rrad)	power
508	1970-01-01 00:00:00.000000508	0.12143339947946791	0.5206472447310584	0.016865749891844996	4.8674460620647766e-08	1.0462145963797201e-08
509	1970-01-01 00:00:00.000000509	0.12175556368631078	0.5209826107628246	0.016910495007229194	7.500181974055867e-08	1.0464841263984757e-08
510	1970-01-01 00:00:00.000000510	0.1220780342015396	0.5213234633443306	0.016955282485385196	9.915004465769523e-08	1.0467529502802394e-08
511	1970-01-01 00:00:00.000000511	0.12240075913455976	0.5216574397547148	0.01700010545875275	5.410201206615759e-08	1.0464444654006587e-08
512	1970-01-01 00:00:00.000000512	0.12272329410710155	0.5219911822923895	0.017044901973166784	4.849308630355077e-08	1.0452524093165172e-08
513	1970-01-01 00:00:00.000000513	0.1230458854302722	0.5223312731202682	0.01708970638501994	1.0285593640258916e-07	1.044439379610554e-08
514	1970-01-01 00:00:00.000000514	0.12336897620809248	0.5226637047283238	0.017134580080924857	8.99253042002312e-08	1.0441394096775733e-08
515	1970-01-01 00:00:00.000000515	0.12369186246820808	0.5229927395202312	0.01717942541849711	8.700713452768788e-08	1.0447196558285451e-08
516	1970-01-01 00:00:00.000000516	0.12401490514939606	0.5233242903138183	0.0172242923562388	6.036677731110211e-08	1.0441013522876628e-08
517	1970-01-01 00:00:00.000000517	0.12433790042767151	0.5236704879558458	0.017269152830722997	6.439420451457552e-08	1.0446275191524342e-08
518	1970-01-01 00:00:00.000000518	0.12466132246963563	0.5239962291555812	0.017314072492192016	6.289046245754017e-08	1.0447719158598603e-08
519	1970-01-01 00:00:00.000000519	0.12498454632467759	0.5243164621074548	0.017358964699554683	8.055001159510729e-08	1.0442271742515466e-08
520	1970-01-01 00:00:00.000000520	0.12530813374211835	0.5246524453115058	0.01740390746803957	4.507708091224621e-08	1.0441567710811702e-08
521	1970-01-01 00:00:00.000000521	0.12563164660418838	0.5249812863993985	0.017448839852481777	7.806884309441168e-08	1.0438590538994462e-08
522	1970-01-01 00:00:00.000000522	0.125955121490187	0.525306928350605	0.01749376689804898	7.870935878116136e-08	1.0433201018531567e-08
523	1970-01-01 00:00:00.000000523	0.1262787460670908	0.5256556911393869	0.017538714777327935	1.131299256642221e-07	1.0431588531929886e-08
524	1970-01-01 00:00:00.000000524	0.1266026677761056	0.5259626329821718	0.017583703893841167	1.1539216195930771e-07	1.0422384314112804e-08
525	1970-01-01 00:00:00.000000525	0.1269265311075107	0.5263006730586738	0.0176286848408749	1.2327885942714963e-07	1.0417360465971582e-08
526	1970-01-01 00:00:00.000000526	0.1272505046819839	0.526634714532091	0.017673681228659067	1.0736511085120667e-07	1.0416127496896244e-08
527	1970-01-01 00:00:00.000000527	0.12757456882928808	0.5269548406650061	0.017718690088049584	8.625533738654927e-08	1.0414579988571816e-08
528	1970-01-01 00:00:00.000000528	0.12789865327930536	0.5272794638726483	0.017763701852966714	1.0683874273325616e-07	1.04038430346258e-08
529	1970-01-01 00:00:00.000000529	0.12822283947414143	0.5276034563965947	0.017808727771471595	1.1101258689007937e-07	1.0402746382519989e-08
530	1970-01-01 00:00:00.000000530	0.12854717572371466	0.527929721433534	0.017853774404817044	1.1133342455013896e-07	1.0405521437224936e-08
531	1970-01-01 00:00:00.000000531	0.12887137315179606	0.528251384704519	0.017898801785631517	1.2871370993470454e-07	1.0401497146174174e-08
532	1970-01-01 00:00:00.000000532	0.12919598240815852	0.5285525485108356	0.017943886406883765	1.1970144650121684e-07	1.0403829576330019e-08
533	1970-01-01 00:00:00.000000533	0.1295200212558706	0.5288786695889139	0.017988891847857597	1.1086890753777469e-07	1.0394056431159679e-08
534	1970-01-01 00:00:00.000000534	0.12982456006493506	0.5362372303281541	0.01803118888392857	8.705096987987012e-07	1.1407048553278837e-08
535	1970-01-01 00:00:00.000000535	0.09640182484256798	0.9475061376303414	0.013389142276630546	-3.1579709020864855e-07	7.525590964979345e-07
536	1970-01-01 00:00:00.000000536	0.09109691990697152	0.8557132187177763	0.012652349978704326	4.0438839947108267e-07	1.0102741243469275e-07
537	1970-01-01 00:00:00.000000537	0.09126558726560752	0.8567834528082345	0.012675776028194226	4.146951595661222e-07	1.0278970546076909e-07
538	1970-01-01 00:00:00.000000538	0.09154994755204836	0.8572554522274457	0.01271527044996642	5.442277746978957e-07	1.0305720158990362e-07
539	1970-01-01 00:00:00.000000539	0.09187048750083977	0.8575586153510245	0.012759789880192588	6.349725274707199e-07	1.0280016415981419e-07
540	1970-01-01 00:00:00.000000540	0.09220244000447678	0.85781224576385	0.012805894434247341	5.820386016966984e-07	1.0225179986143216e-07
541	1970-01-01 00:00:00.000000541	0.0925377598301676	0.8580367770837989	0.01285246665810056	5.603999723206704e-07	1.0220839157277752e-07
542	1970-01-01 00:00:00.000000542	0.09287441954245441	0.8582553277659694	0.012899224917776037	5.295035591710481e-07	1.020386027569538e-07
543	1970-01-01 00:00:00.000000543	0.09321104605480984	0.8584733038590604	0.01294597868903803	5.182134255212528e-07	1.01876320679493e-07
544	1970-01-01 00:00:00.000000544	0.09354758957997311	0.8586967237791219	0.01299272072580645	3.690331571897401e-07	1.0216067149383606e-07
545	1970-01-01 00:00:00.000000545	0.09388444132690799	0.8589246444693489	0.01303950580522246	3.226808957447047e-07	1.01629059448638e-07
546	1970-01-01 00:00:00.000000546	0.0942211586906362	0.8591392741935484	0.01308627200716846	6.521120554550515e-07	1.0153222078640974e-07
547	1970-01-01 00:00:00.000000547	0.09455760392014316	0.8593471898109831	0.01313300052566827	4.858783095369645e-07	1.008108292080236e-07
548	1970-01-01 00:00:00.000000548	0.094893546639803	0.8595951551600627	0.013179659204163868	3.394055248612044e-07	1.0090306598324683e-07
549	1970-01-01 00:00:00.000000549	0.09523009899193548	0.859810387936828	0.013226402600806451	5.926062965748207e-07	1.0065164228423578e-07
550	1970-01-01 00:00:00.000000550	0.09556608920233027	0.8600338822652924	0.013273067898274704	2.954929183029353e-07	1.0066147584175198e-07
551	1970-01-01 00:00:00.000000551	0.09590226249804053	0.8602463761056992	0.013319758684357856	4.890274604695758e-07	9.981354824257634e-08
552	1970-01-01 00:00:00.000000552	0.09623838253303472	0.860497654568869	0.013366442038073908	6.28162372968645e-07	9.991316568179886e-08
553	1970-01-01 00:00:00.000000553	0.09657397318049328	0.8607106987556054	0.01341305187219731	4.0664994821076226e-07	1.0012321510412552e-07
554	1970-01-01 00:00:00.000000554	0.09690941106962664	0.8609157182643794	0.013459640474268415	5.250515580547147e-07	1.0009960807976422e-07
555	1970-01-01 00:00:00.000000555	0.09724507216007174	0.8611730343683444	0.013506260048200875	6.723232123439077e-07	9.9417309590475e-08
556	1970-01-01 00:00:00.000000556	0.09758034723168273	0.8614029020950034	0.013552826041900067	5.887054987228322e-07	9.93424593014462e-08
557	1970-01-01 00:00:00.000000557	0.09791604158756871	0.861631586738472	0.013599450276001348	6.888420151385618e-07	9.958840286230968e-08
558	1970-01-01 00:00:00.000000558	0.09825039251964968	0.8618665144284753	0.013645887835167304	6.264718028340444e-07	9.919190696976943e-08
559	1970-01-01 00:00:00.000000559	0.09858528872710931	0.8620979991012245	0.013692401179642736	3.5831856646331885e-07	9.927493246210964e-08
560	1970-01-01 00:00:00.000000560	0.09892064796680497	0.8623345262644386	0.013738978872939329	4.849603810359986e-07	9.867816136010475e-08
561	1970-01-01 00:00:00.000000561	0.099255450983974	0.8625759421382942	0.01378547932533901	5.35994049541522e-07	9.859787082018208e-08
562	1970-01-01 00:00:00.000000562	0.09958952838123036	0.8628123258307139	0.013831878932420296	2.3455186304220916e-07	9.844006671859745e-08
563	1970-01-01 00:00:00.000000563	0.09992410143578805	0.8630457940727436	0.013878347473057925	3.7124607948046696e-07	9.809072775644532e-08
564	1970-01-01 00:00:00.000000564	0.1002586769558873	0.8632696164215962	0.01392481621506342	4.164678689115837e-07	9.796368025013753e-08
565	1970-01-01 00:00:00.000000565	0.10059263843216532	0.8635261233490565	0.013971199783243486	2.1401040215071863e-07	9.814733950650848e-08
566	1970-01-01 00:00:00.000000566	0.10092694583333334	0.8637731727538185	0.014017631382524709	5.737250616880053e-07	9.794031228854676e-08
567	1970-01-01 00:00:00.000000567	0.10126063869408855	0.8640081384131265	0.014063977588222074	4.1474937763879524e-07	9.766316002149376e-08
568	1970-01-01 00:00:00.000000568	0.10159446080944351	0.8642670746261945	0.014110341797639123	5.911715244046093e-07	9.766704609709938e-08
569	1970-01-01 00:00:00.000000569	0.10192776217430369	0.8644944654424978	0.014156633650044922	2.655895994339622e-07	9.715799574417821e-08
570	1970-01-01 00:00:00.000000570	0.10226163429245813	0.8647518421153199	0.01420300477464314	5.626957084309317e-07	9.72499695003193e-08
571	1970-01-01 00:00:00.000000571	0.10259465376827896	0.8650052371878516	0.014249257447694038	4.283310045384702e-07	9.721398340192586e-08
572	1970-01-01 00:00:00.000000572	0.10292736950753316	0.8652393857656848	0.014295468023386554	3.6396853076343594e-07	9.693444754582957e-08
573	1970-01-01 00:00:00.000000573	0.10326060166348207	0.8654978535910981	0.014341750265257951	6.134936639215467e-07	9.629238843571576e-08
574	1970-01-01 00:00:00.000000574	0.10359324084823938	0.8657557977837778	0.01438795015524806	4.816302864191697e-07	9.682626759417041e-08
575	1970-01-01 00:00:00.000000575	0.10392610337571734	0.8660120844041859	0.01443418106897716	3.922172582513784e-07	9.677796048498938e-08
576	1970-01-01 00:00:00.000000576	0.10425889850494605	0.8662588135004496	0.014480402580935251	4.057708341550584e-07	9.627508748935448e-08
577	1970-01-01 00:00:00.000000577	0.10459124948847667	0.8665192513884205	0.014526562411467117	5.135581747407533e-07	9.617327369767107e-08
578	1970-01-01 00:00:00.000000578	0.10492328281443183	0.8667822936158255	0.01457267827020344	4.522040677172082e-07	9.581921269148642e-08
579	1970-01-01 00:00:00.000000579	0.10525523095077546	0.8670339651831872	0.01461878214992133	4.81424795395707e-07	9.516139569854025e-08
580	1970-01-01 00:00:00.000000580	0.10558731804257236	0.8672891373352856	0.014664905197657393	3.9008897795021963e-07	9.563870024275249e-08
581	1970-01-01 00:00:00.000000581	0.10591900651660102	0.867553006662915	0.014710973122115927	4.349755668463702e-07	9.569381357476579e-08
582	1970-01-01 00:00:00.000000582	0.10625055363738739	0.8678140337162162	0.014757021334459459	5.752659643795045e-07	9.522068272901324e-08
583	1970-01-01 00:00:00.000000583	0.10658222968591692	0.8680763043116064	0.014803087464820446	4.962811340301699e-07	9.569368449574017e-08
584	1970-01-01 00:00:00.000000584	0.10691334849746764	0.8683274685087226	0.014849076196961172	4.287322408958919e-07	9.547751734733484e-08
585	1970-01-01 00:00:00.000000585	0.10724453493690853	0.8686220458990537	0.014895074328526364	4.637285498557909e-07	9.524918696320003e-08
586	1970-01-01 00:00:00.000000586	0.10757561373873874	0.8688859543243243	0.014941057389639639	5.230864796329954e-07	9.5169439276487e-08
587	1970-01-01 00:00:00.000000587	0.10790619028371988	0.8691516588043233	0.014986970856789012	5.458116651080838e-07	9.507642051811215e-08
588	1970-01-01 00:00:00.000000588	0.10823685127743388	0.8694079143050084	0.01503289598086663	1.6607432528081042e-07	9.47138495723162e-08
589	1970-01-01 00:00:00.000000589	0.10856762221471217	0.8696974359468289	0.015078836430100261	4.924086203922496e-07	9.464125093282463e-08
590	1970-01-01 00:00:00.000000590	0.10889810611830987	0.869946081171831	0.015124737015211267	3.539312639722816e-07	9.452101175336258e-08
591	1970-01-01 00:00:00.000000591	0.10922815598964197	0.8702378040756586	0.01517057722022067	3.426141291790138e-07	9.386706706629137e-08
592	1970-01-01 00:00:00.000000592	0.10955832568662766	0.8705042321701936	0.01521643414565511	2.1257266697883838e-07	9.388399847058402e-08
593	1970-01-01 00:00:00.000000593	0.10988840344323168	0.8707915245639699	0.01526227825025318	8.648863937099137e-08	9.35659264573151e-08
594	1970-01-01 00:00:00.000000594	0.11021828767169556	0.8710631388200856	0.015308095399684757	1.627235684478723e-07	9.338755263715807e-08
595	1970-01-01 00:00:00.000000595	0.1105480457592801	0.8713480398762655	0.015353895186726658	2.1296666541844778e-07	9.29817106776246e-08
596	1970-01-01 00:00:00.000000596	0.11087758639540125	0.8716045250450857	0.015399664683273218	4.0018100259862503e-07	9.394267084073525e-08
597	1970-01-01 00:00:00.000000597	0.11120658672606294	0.8719087807375662	0.015445359229728207	4.324225396678697e-07	9.375810584108435e-08
598	1970-01-01 00:00:00.000000598	0.11153591418431726	0.872175204022082	0.015491099230509238	3.58971438537179e-07	9.347538226086856e-08
599	1970-01-01 00:00:00.000000599	0.1118650712933754	0.8724584014420911	0.01553681542361424	4.6300951212370434e-07	9.384726606214117e-08
600	1970-01-01 00:00:00.000000600	0.1121938711887324	0.8727562286422536	0.015582482184788733	2.979515602985915e-07	9.309191751121882e-08
601	1970-01-01 00:00:00.000000601	0.11252287246785472	0.8730237358109633	0.01562817679562373	4.54185991368148e-07	9.378671352653099e-08
602	1970-01-01 00:00:00.000000602	0.1128515000675828	0.8733083722347376	0.015673819416535256	3.8484811226289705e-07	9.265419617414787e-08
603	1970-01-01 00:00:00.000000603	0.11317991474467366	0.8736131333671514	0.0157194325476271	4.6310965501296356e-07	9.322751774388428e-08
604	1970-01-01 00:00:00.000000604	0.11350834343514031	0.8739077181674744	0.01576504766257185	4.4826663687366165e-07	9.28560056795288e-08
605	1970-01-01 00:00:00.000000605	0.11383643906478873	0.8741826148507043	0.01581061650253521	2.345648958018029e-07	9.277436925209568e-08
606	1970-01-01 00:00:00.000000606	0.11416451491376395	0.8744646291511666	0.01585618263217225	3.4100236068199756e-07	9.294152989023348e-08
607	1970-01-01 00:00:00.000000607	0.11449241875211554	0.8747682771634887	0.015901724800857497	2.583511815773215e-07	9.305359057336219e-08
608	1970-01-01 00:00:00.000000608	0.11482033604598738	0.8750772309513075	0.015947268849188456	2.7628674240757424e-07	9.272118173182221e-08
609	1970-01-01 00:00:00.000000609	0.11514840842176563	0.8753628620004515	0.01599283445134342	5.112163059742605e-07	9.341587442888555e-08
610	1970-01-01 00:00:00.000000610	0.11547561592320722	0.8756547962394127	0.01603827992207792	6.847876011857706e-07	9.263541096518199e-08
611	1970-01-01 00:00:00.000000611	0.11580308383678989	0.8759516896866546	0.01608376163660956	6.921100794454465e-07	9.254231704399774e-08
612	1970-01-01 00:00:00.000000612	0.1161302009133965	0.8762459353292738	0.01612919458051421	7.283600932769509e-07	9.255179802335105e-08
613	1970-01-01 00:00:00.000000613	0.11645722478863713	0.8765458277533537	0.016174614603765076	5.609871494893473e-07	9.24565783952346e-08
614	1970-01-01 00:00:00.000000614	0.11678424022352676	0.8768504552156242	0.016220033373221948	6.600838053634004e-07	9.263794824684657e-08
615	1970-01-01 00:00:00.000000615	0.11711100907963004	0.8771478202571622	0.016265417893074667	3.790701016735844e-07	9.266473991555419e-08
616	1970-01-01 00:00:00.000000616	0.11743773391186746	0.8774477399977461	0.01631079644426913	4.353765904992676e-07	9.24330837465237e-08
617	1970-01-01 00:00:00.000000617	0.11776437740552735	0.8777461087986463	0.016356163574732095	4.925917030919345e-07	9.23478364068895e-08
618	1970-01-01 00:00:00.000000618	0.11809077010845007	0.8780685587550836	0.01640149583596927	4.6433133078400357e-07	9.264959061499218e-08
619	1970-01-01 00:00:00.000000619	0.11841718030012412	0.8783650853999774	0.016446830635225094	3.710192660340742e-07	9.241071974086103e-08
620	1970-01-01 00:00:00.000000620	0.11874343122672384	0.8786677185193544	0.01649214310010157	4.3638331450287774e-07	9.182210733649566e-08
621	1970-01-01 00:00:00.000000621	0.11906982290420852	0.8789717190116214	0.01653747535484599	5.248883812478847e-07	9.18630528712727e-08
622	1970-01-01 00:00:00.000000622	0.11939563426573427	0.8792795940108279	0.016582727034739453	5.46780164551094e-07	9.184969339964655e-08
623	1970-01-01 00:00:00.000000623	0.1197215673476298	0.8796040682505643	0.01662799546952596	3.4609402983182844e-07	9.199629811413549e-08
624	1970-01-01 00:00:00.000000624	0.12004731299008561	0.8798938953920685	0.016673237959666517	5.963209418869986e-07	9.146959092187768e-08
625	1970-01-01 00:00:00.000000625	0.12037258455898939	0.8802062583239342	0.01671841458041958	5.21094117294947e-07	9.151433901051875e-08
626	1970-01-01 00:00:00.000000626	0.1206980700677966	0.8805276191977401	0.01676362077966102	3.520826790858757e-07	9.255107541564166e-08
627	1970-01-01 00:00:00.000000627	0.12102343797268315	0.8808608600857885	0.016808810789028107	4.3674091107924147e-07	9.17413417579872e-08
628	1970-01-01 00:00:00.000000628	0.12134933014008134	0.8811547847153186	0.016854073609353818	4.0693061064505195e-07	9.213806185607358e-08
629	1970-01-01 00:00:00.000000629	0.12167406784424378	0.881479514503386	0.016899176110609482	2.817049946178105e-07	9.218830827590982e-08
630	1970-01-01 00:00:00.000000630	0.12199898127260397	0.8817968869122965	0.016944303001808318	4.324144057123645e-07	9.198967424403926e-08
631	1970-01-01 00:00:00.000000631	0.1223240340108401	0.882109413369467	0.0169894491598916	3.4113579766764905e-07	9.200557932605859e-08
632	1970-01-01 00:00:00.000000632	0.12264886038396387	0.8824320506945228	0.017034563918690005	3.5927150218294753e-07	9.162807498874677e-08
633	1970-01-01 00:00:00.000000633	0.12297382574458483	0.882735198330325	0.017079698025722023	5.132262182674865e-07	9.107292536164335e-08
634	1970-01-01 00:00:00.000000634	0.1232981531504065	0.8830705643518518	0.017124743537714544	5.465388201321136e-07	9.12231295099669e-08
635	1970-01-01 00:00:00.000000635	0.1236224325276711	0.883387714806867	0.01716978228823131	2.888556786853401e-07	9.136234582190578e-08
636	1970-01-01 00:00:00.000000636	0.1239470945341615	0.8837067853867872	0.01721487423037832	5.323056636241671e-07	9.126663682896041e-08
637	1970-01-01 00:00:00.000000637	0.12427161151933076	0.8840311640402442	0.017259946082975357	4.0857154369997733e-07	9.16054215701497e-08
638	1970-01-01 00:00:00.000000638	0.12459543800293023	0.8843619891693902	0.01730492187309816	3.1207126684898e-07	9.153405822042725e-08
639	1970-01-01 00:00:00.000000639	0.12491950403698691	0.8846812143211548	0.01734993108818223	3.9632194051533605e-07	9.142939741368289e-08
640	1970-01-01 00:00:00.000000640	0.12524356859587885	0.8850066043013174	0.017394940173403897	4.0388931732395e-07	9.123654867565968e-08
641	1970-01-01 00:00:00.000000641	0.12556751692047377	0.8853244111562323	0.017439932931754092	5.042952578966724e-07	9.04978916000203e-08
642	1970-01-01 00:00:00.000000642	0.12589124860530773	0.885652188435912	0.017484895660079054	6.46550405437606e-07	9.040746056381004e-08
643	1970-01-01 00:00:00.000000643	0.126214931221055	0.8859774380774879	0.01752985154185022	5.636887432240708e-07	9.0977541790743e-08
644	1970-01-01 00:00:00.000000644	0.1265384053547221	0.88630294195662	0.017574778600316313	4.1644854315576143e-07	9.107986989517602e-08
645	1970-01-01 00:00:00.000000645	0.12686219895093062	0.8866413640045121	0.0176197498499718	3.3126614532318105e-07	9.102213692351801e-08
646	1970-01-01 00:00:00.000000646	0.12718551882485876	0.8869707478531074	0.01766465531638418	4.0247080534915263e-07	9.13517874799106e-08
647	1970-01-01 00:00:00.000000647	0.12750888745766537	0.8873055124068638	0.01770956769248137	4.08803496730639e-07	9.119768085955735e-08
648	1970-01-01 00:00:00.000000648	0.12783186173146474	0.887638139511754	0.01775442517857143	3.3537793839624774e-07	9.121473079809693e-08
649	1970-01-01 00:00:00.000000649	0.1281554830116266	0.8879609520149001	0.017799372616548143	5.773263256383339e-07	9.104548613429937e-08
650	1970-01-01 00:00:00.000000650	0.12847831265094234	0.888288962047173	0.01784421003837039	5.021584286446224e-07	9.075264878003056e-08
651	1970-01-01 00:00:00.000000651	0.1288012169828365	0.8886287697719061	0.017889057990063233	4.51996522627823e-07	9.072663000537417e-08
652	1970-01-01 00:00:00.000000652	0.12912406505983293	0.8889544861706932	0.017933897952133664	4.912132052020773e-07	9.090451144469318e-08
653	1970-01-01 00:00:00.000000653	0.12944707852227863	0.8893035388155669	0.017978760938522277	4.402141117202481e-07	9.097799334445115e-08
654	1970-01-01 00:00:00.000000654	0.12976898580002263	0.889656349733892	0.01802347018457706	8.531453061555882e-07	8.742213619369382e-08
655	1970-01-01 00:00:00.000000655	0.1300923081292517	0.889975877505669	0.01806837628798186	5.884048976531746e-07	8.651260316414325e-08
656	1970-01-01 00:00:00.000000656	0.13041518843845543	0.8903191123542068	0.018113220591099537	9.205862924810327e-07	8.677654430813364e-08
657	1970-01-01 00:00:00.000000657	0.13073744896918896	0.8906609033642955	0.018157979048482105	6.256710832374263e-07	8.665151949346586e-08
658	1970-01-01 00:00:00.000000658	0.13106008920113316	0.8909972477733711	0.01820279002266289	8.239903208283286e-07	8.623244195651508e-08
659	1970-01-01 00:00:00.000000659	0.1313827037928685	0.8913349842720871	0.01824759774131274	8.054344723415854e-07	8.615452373163266e-08
660	1970-01-01 00:00:00.000000660	0.13170470266349313	0.8916732687181231	0.01829231978012014	5.980922364786354e-07	8.584964520887046e-08
661	1970-01-01 00:00:00.000000661	0.13202696355797594	0.8920071068527343	0.018337078162014974	8.171919968164284e-07	8.626295199828327e-08
662	1970-01-01 00:00:00.000000662	0.13234923185529598	0.8923475265252893	0.01838183780902699	8.331019713614992e-07	8.617173899290352e-08
663	1970-01-01 00:00:00.000000663	0.13267118040349088	0.892693790774113	0.018426552802901508	7.307061571186218e-07	8.643688556014817e-08
664	1970-01-01 00:00:00.000000664	0.13299301764238713	0.8930435723167687	0.018471252440435668	7.358261897197641e-07	8.610507663026208e-08
665	1970-01-01 00:00:00.000000665	0.13331515964812712	0.8933667556413166	0.018515994418842226	6.683932553325766e-07	8.615312640292055e-08
666	1970-01-01 00:00:00.000000666	0.1336369282057091	0.8937108980063434	0.018560684476665156	8.274489782442229e-07	8.660744034836718e-08
667	1970-01-01 00:00:00.000000667	0.13395875281586403	0.894062420305949	0.01860538241586402	8.380513376419263e-07	8.64267659347837e-08
668	1970-01-01 00:00:00.000000668	0.13428027483841706	0.8944089060664475	0.018650038101825604	8.265728724639983e-07	8.63959802864105e-08
669	1970-01-01 00:00:00.000000669	0.13460204608577264	0.8947578699909235	0.018694728652144315	8.273776584237577e-07	8.608850786110356e-08
670	1970-01-01 00:00:00.000000670	0.13492391090332087	0.8950987703048849	0.018739432037855604	8.822354851547094e-07	8.612692676382953e-08
671	1970-01-01 00:00:00.000000671	0.13524554965986393	0.895433622845805	0.018784104138321996	8.9661425138322e-07	8.637172790364131e-08
672	1970-01-01 00:00:00.000000672	0.13556677575586001	0.8957823390216283	0.018828718831389424	7.924915544366437e-07	8.653933990878504e-08
673	1970-01-01 00:00:00.000000673	0.1358880608178523	0.8961353639216131	0.018873341755777075	8.110523956190529e-07	8.640811151434775e-08
674	1970-01-01 00:00:00.000000674	0.13620978950351395	0.896488407073226	0.01891802639990932	9.610428771899795e-07	8.677941711965353e-08
675	1970-01-01 00:00:00.000000675	0.13653086019021737	0.8968240242640398	0.018962619489356885	7.455175840373642e-07	8.699092753961765e-08
676	1970-01-01 00:00:00.000000676	0.1368525405182168	0.8971547606924644	0.019007297216564835	5.888652705023761e-07	8.659775271582089e-08
677	1970-01-01 00:00:00.000000677	0.13717335168819397	0.8975169611715387	0.019051854502605936	9.63667505717199e-07	8.673340926567042e-08
678	1970-01-01 00:00:00.000000678	0.13749484286523217	0.8978679254813137	0.019096505870894676	9.302547140668177e-07	8.637725608000292e-08
679	1970-01-01 00:00:00.000000679	0.1378158974332881	0.898208543713252	0.01914109685436454	8.706337812166439e-07	8.704941096774903e-08
680	1970-01-01 00:00:00.000000680	0.13813682977107888	0.8985696087715322	0.0191856708068903	7.68235487230281e-07	8.638987387753731e-08
681	1970-01-01 00:00:00.000000681	0.1384580880860702	0.8989083843714609	0.01923029007587769	8.276060679116646e-07	8.671889534737267e-08
682	1970-01-01 00:00:00.000000682	0.13877856616797007	0.8992563480335487	0.019274800786580528	8.393945314280858e-07	8.618243132028858e-08
683	1970-01-01 00:00:00.000000683	0.1391000407915627	0.8996250660240418	0.01931945008165117	8.278437186231572e-07	8.613729868158139e-08
684	1970-01-01 00:00:00.000000684	0.13942098009984116	0.8999589877921489	0.019364024972770594	6.451465482811436e-07	8.647903053193971e-08
685	1970-01-01 00:00:00.000000685	0.13974168142435928	0.9003101825697437	0.01940856688478113	8.355330280755272e-07	8.618992324144946e-08
686	1970-01-01 00:00:00.000000686	0.14006239400770276	0.9006694027299502	0.01945311026166742	1.000845558469642e-06	8.630499603519347e-08
687	1970-01-01 00:00:00.000000687	0.14038352161458334	0.9010276535439311	0.019497711381340578	7.67846166011096e-07	8.684195975258901e-08
688	1970-01-01 00:00:00.000000688	0.14070368855325913	0.9013638989098343	0.019542178973427207	7.832115299042698e-07	8.657410571648437e-08
689	1970-01-01 00:00:00.000000689	0.1410248193723802	0.9017298791208791	0.019586780500736378	8.594995480219781e-07	8.669595908956772e-08
690	1970-01-01 00:00:00.000000690	0.14134557978024467	0.9020765588581786	0.01963133050521069	7.902160559209334e-07	8.660293935617004e-08
691	1970-01-01 00:00:00.000000691	0.14166611266152798	0.9024146760031738	0.019675849121514394	7.485026541577873e-07	8.629914689631064e-08
692	1970-01-01 00:00:00.000000692	0.14198679447845805	0.9027840760204082	0.01972038806802721	9.790145218019275e-07	8.649246355672705e-08
693	1970-01-01 00:00:00.000000693	0.1423072509412565	0.9031270856883648	0.019764895960535267	7.89339114562259e-07	8.63035258916881e-08
694	1970-01-01 00:00:00.000000694	0.14262787486400727	0.9034972994333635	0.01980942705575703	8.664512975464643e-07	8.677284271867318e-08
695	1970-01-01 00:00:00.000000695	0.1429483325164511	0.9038336954390742	0.019853935070342634	7.952113442804628e-07	8.657064827132957e-08
696	1970-01-01 00:00:00.000000696	0.1432686843108338	0.9042044745547363	0.01989842842314237	9.165339319410095e-07	8.66827889077226e-08
697	1970-01-01 00:00:00.000000697	0.14358922901213567	0.9045464250311898	0.019942948548259048	7.45328323756323e-07	8.646249172589833e-08
698	1970-01-01 00:00:00.000000698	0.14390984023366607	0.9049153686819419	0.019987477771098005	9.340860346783122e-07	8.65762242206359e-08
699	1970-01-01 00:00:00.000000699	0.1442299161637931	0.9052501234800363	0.020031932821007258	8.162506756975954e-07	8.650851606616279e-08
700	1970-01-01 00:00:00.000000700	0.14455016646965219	0.9056443890656968	0.02007641209934076	8.275328903353034e-07	8.621308504243807e-08
701	1970-01-01 00:00:00.000000701	0.1448707106745401	0.905955731626164	0.020120932028162616	8.522033631342267e-07	8.654099803966306e-08
702	1970-01-01 00:00:00.000000702	0.14519077142695355	0.9063322942242356	0.020165384850509626	6.074611100319366e-07	8.666488843864264e-08
703	1970-01-01 00:00:00.000000703	0.14551111036516218	0.9066862830233613	0.020209876473123157	2.7979503935779085e-07	8.469317607944345e-08
704	1970-01-01 00:00:00.000000704	0.14583195694192377	0.9070217692944647	0.020254438432395647	6.576708516560799e-07	8.625276521591665e-08
705	1970-01-01 00:00:00.000000705	0.14615196202517292	0.9073991541671391	0.02029888367275201	9.214297406860188e-07	8.695731411251801e-08
706	1970-01-01 00:00:00.000000706	0.14647177116953763	0.9077514344401633	0.020343301611514052	9.320090062783318e-07	8.710208550631318e-08
707	1970-01-01 00:00:00.000000707	0.1467920984704283	0.9080955503059144	0.02038779142420122	7.480773281088603e-07	8.683876569028253e-08
708	1970-01-01 00:00:00.000000708	0.14711240881586404	0.9084727063456091	0.020432278966572237	7.980856744796601e-07	8.691514999573176e-08
709	1970-01-01 00:00:00.000000709	0.14743252125297382	0.9088124524640309	0.0204767389656735	8.258198863470035e-07	8.659783387925547e-08
710	1970-01-01 00:00:00.000000710	0.14775259008723235	0.9091719956270534	0.02052119304633511	7.845034675122919e-07	8.697351702524698e-08
711	1970-01-01 00:00:00.000000711	0.1480726120213007	0.9095283796963517	0.02056564050079311	8.206663139564922e-07	8.709260195329852e-08
