	time	V(na)	V(nt)	V(t)	I(Rgnd)	I(Rrad)	power
535	1970-01-01 00:00:00.000000535	0.1057127917842031	0.8425949908885755	-86.28497097179125	0.014682332166431595	5.297372461057828e-07	2.559123191989558e-08
536	1970-01-01 00:00:00.000000536	0.09164795430971766	0.8503917321323402	-93.04754540273689	0.012728882582712627	5.96409029303655e-07	1.9288953814292645e-08
537	1970-01-01 00:00:00.000000537	0.09136348531962298	0.8567607855012853	-92.78702844387318	0.012689372937446444	7.217279371386462e-07	2.5309114218968223e-08
538	1970-01-01 00:00:00.000000538	0.0915943927193283	0.8568716064599041	-92.85342043522961	0.012721443416723783	-4.207044449965725e-09	1.8899801558614027e-08
539	1970-01-01 00:00:00.000000539	0.09187871169604656	0.8573330100119801	-93.02009966626733	0.012760932226595927	-1.742957058206401e-07	1.788197324131245e-08
540	1970-01-01 00:00:00.000000540	0.09219864774442539	0.8576047403430532	-93.24132391938251	0.01280536773413379	-2.2677564800343042e-07	1.6438956018004034e-08
541	1970-01-01 00:00:00.000000541	0.09252666210770023	0.8579344594237696	-93.4836319584977	0.012850925271823015	-6.686474008231864e-08	1.8810319029139922e-08
542	1970-01-01 00:00:00.000000542	0.0928587388642992	0.8582302992108423	-93.74167904271745	0.012897047107565621	-8.652905988385664e-08	1.874661064697918e-08
543	1970-01-01 00:00:00.000000543	0.09320477041944872	0.858213366872111	-93.9785440044513	0.012945107048450607	-1.8895949857901039e-07	1.6529599089785798e-08
544	1970-01-01 00:00:00.000000544	0.09352523833076	0.8590654827757763	-94.2347959770115	0.012989616393892607	1.7193204562360616e-07	2.2842868674891288e-08
545	1970-01-01 00:00:00.000000545	0.09387078571770745	0.8590002736013688	-94.51649476133449	0.013037609062446536	2.639224160692043e-07	2.037308332875503e-08
546	1970-01-01 00:00:00.000000546	0.09422696868818681	0.8588260879292583	-94.72391384615385	0.013087078892513735	-2.4382493515436125e-07	1.677559722315564e-08
547	1970-01-01 00:00:00.000000547	0.09454443861773282	0.8594506165323272	-94.97217804493226	0.01313117203567141	2.9214849658720634e-08	2.0490428387579497e-08
548	1970-01-01 00:00:00.000000548	0.09489436777092963	0.8592934196712891	-95.21724307481595	0.013179773302516691	-1.8741716022051022e-07	1.675333893712552e-08
549	1970-01-01 00:00:00.000000549	0.09521903565710359	0.8598529424497509	-95.46005926301324	0.013224866038481362	-1.519049239666728e-08	1.9398151343096526e-08
550	1970-01-01 00:00:00.000000550	0.09555999414513093	0.8598534599863084	-95.71364620742769	0.013272221410234469	-1.1316336998288554e-07	1.8897852464022738e-08
551	1970-01-01 00:00:00.000000551	0.0958979930099247	0.8601415692334018	-95.95648324948665	0.013319165681040385	-9.426037209103346e-09	1.5102544715399243e-08
552	1970-01-01 00:00:00.000000552	0.09619713308694906	0.8617713098267878	-96.26706555993826	0.013360712958326186	1.3385008227761962e-06	1.9922978249566716e-08
553	1970-01-01 00:00:00.000000553	0.09657142561726272	0.8613207007221457	-96.55153307427784	0.013412697938445666	9.97534992849553e-07	2.9767336888659672e-08
554	1970-01-01 00:00:00.000000554	0.09690597764380722	0.861795851476939	-96.81017385558818	0.013459163551563309	1.1307295415247883e-06	3.033255621053487e-08
555	1970-01-01 00:00:00.000000555	0.09724845315099225	0.862059731423641	-97.05594940465917	0.013506729604831751	1.1858682484538396e-06	3.024678393421127e-08
556	1970-01-01 00:00:00.000000556	0.0975882926497497	0.8620165206801311	-97.29995266010702	0.013553929528741585	1.0812207400154359e-06	3.0151455280371855e-08
557	1970-01-01 00:00:00.000000557	0.09791925563805906	0.8624775615783111	-97.54643037471939	0.01359989666206182	1.1539284920100156e-06	3.015181241189102e-08
558	1970-01-01 00:00:00.000000558	0.09825399408149171	0.8627786517955802	-97.80188442852209	0.013646388083563537	1.2166575963691298e-06	3.0058412098697526e-08
559	1970-01-01 00:00:00.000000559	0.09859278678873726	0.8628433241319745	-98.05358882363102	0.013693442598030748	1.193653434136984e-06	2.997298329017122e-08
560	1970-01-01 00:00:00.000000560	0.09893177697425265	0.8632087691204424	-98.28857144634526	0.013740524636253673	1.2095999340936581e-06	2.9977624663567693e-08
561	1970-01-01 00:00:00.000000561	0.099264950198584	0.8631497241236401	-98.53495849248836	0.013786798658262822	1.050514494851839e-06	2.9865755265055385e-08
562	1970-01-01 00:00:00.000000562	0.09959968057320442	0.8636423173169889	-98.77028101346684	0.013833288981353591	1.1829874935378109e-06	2.9871105675217436e-08
563	1970-01-01 00:00:00.000000563	0.09993266904532139	0.8637953302602102	-99.02901480096502	0.013879537403067379	1.1555460873968637e-06	2.9687713204374266e-08
564	1970-01-01 00:00:00.000000564	0.10027361627786417	0.8638892087782962	-99.26492165716262	0.013926891181959566	1.036190660630724e-06	2.9730548470126237e-08
565	1970-01-01 00:00:00.000000565	0.10060387995853491	0.8642048769868694	-99.5069040877678	0.013972760993434693	1.1478813383291292e-06	2.9730204974850098e-08
566	1970-01-01 00:00:00.000000566	0.10094021076923078	0.864373527571305	-99.75900261711323	0.014019473664649958	1.1119289772905792e-06	2.961762402281429e-08
567	1970-01-01 00:00:00.000000567	0.10127438578601108	0.8647188512984765	-100.00034805055402	0.014065886984072023	1.137052043102493e-06	2.9648009028835336e-08
568	1970-01-01 00:00:00.000000568	0.10161082939955009	0.8648549975255235	-100.24037041010556	0.014112615099498184	1.0444036266148122e-06	2.9594791407585975e-08
569	1970-01-01 00:00:00.000000569	0.10193902348471767	0.8652999294767743	-100.49373603868071	0.014158197746503195	1.1970570221637023e-06	2.9472565893442077e-08
570	1970-01-01 00:00:00.000000570	0.10228089727115716	0.8652998486528497	-100.73803094991365	0.014205680046632124	1.0560815905872194e-06	2.9381821007149296e-08
571	1970-01-01 00:00:00.000000571	0.10260642757785467	0.86579491183391	-100.98748889273357	0.014250892859861591	1.2120739592792387e-06	2.9419736857877077e-08
572	1970-01-01 00:00:00.000000572	0.10294795994126792	0.8658606414233893	-101.22794321989981	0.014298327749179478	1.0464069263862498e-06	2.9290296659337885e-08
573	1970-01-01 00:00:00.000000573	0.10327885708620689	0.8662113141379311	-101.47538074137933	0.014344285796551724	1.1934652064034482e-06	2.9225191366757706e-08
574	1970-01-01 00:00:00.000000574	0.10361461817083692	0.8662419495599656	-101.72093606557377	0.01439091916824849	1.112212500918723e-06	2.9135162392344987e-08
575	1970-01-01 00:00:00.000000575	0.10394767560595569	0.8666509639023545	-101.95881279432133	0.014437177120844875	1.026430183973338e-06	2.9254324862657535e-08
576	1970-01-01 00:00:00.000000576	0.10427818745886022	0.8669370125238177	-102.20839913389919	0.014483081541659448	1.135967211549974e-06	2.9233574487519413e-08
577	1970-01-01 00:00:00.000000577	0.10461029702319141	0.8672119079266183	-102.4588718933887	0.014529207938733125	1.2520858674714434e-06	2.9142585442719728e-08
578	1970-01-01 00:00:00.000000578	0.10494696764146046	0.8674730575532098	-102.70759018861395	0.01457596773317183	1.1372980141148988e-06	2.901826096061351e-08
579	1970-01-01 00:00:00.000000579	0.10528291652308752	0.867508239110958	-102.94769441764299	0.014622627248449345	1.1181305318039283e-06	2.885282767823697e-08
580	1970-01-01 00:00:00.000000580	0.1056079583261283	0.8680278617845409	-103.1945572540204	0.014667771988587238	1.1700047162994983e-06	2.8962669959355872e-08
581	1970-01-01 00:00:00.000000581	0.10594771445346227	0.8680347013469176	-103.43445247798307	0.014714960305646693	1.1221109201830426e-06	2.8837713371545557e-08
582	1970-01-01 00:00:00.000000582	0.10627621808767691	0.8685018681394546	-103.68173662409389	0.014760585875043149	1.1716988538255091e-06	2.8809865868610206e-08
583	1970-01-01 00:00:00.000000583	0.10661060207756233	0.8686357305574792	-103.92358841759004	0.014807028026315788	1.0341407451298477e-06	2.8836000155644287e-08
584	1970-01-01 00:00:00.000000584	0.1069460685140284	0.8687133248354694	-104.1595540526498	0.014853620614825078	1.0303070002793558e-06	2.8835977617646423e-08
585	1970-01-01 00:00:00.000000585	0.10726619714335181	0.8693559849722992	-104.41348883310249	0.014898082887811633	1.2462292554968837e-06	2.8815365194924397e-08
586	1970-01-01 00:00:00.000000586	0.1076041086311065	0.8695296590885551	-104.66296148800276	0.01494501510788883	1.1420520815018126e-06	2.858833465087135e-08
587	1970-01-01 00:00:00.000000587	0.10794109162484859	0.869590255978543	-104.9069814154698	0.01499181825575359	1.0777422926191385e-06	2.862050103311929e-08
588	1970-01-01 00:00:00.000000588	0.10826666578217135	0.8700818876864378	-105.14949753728754	0.015037036892126257	1.1888223078605618e-06	2.870679462869419e-08
589	1970-01-01 00:00:00.000000589	0.10860279792817679	0.8701166061982043	-105.39148271754145	0.01508372189917127	1.1186885041189573e-06	2.8497768921959917e-08
590	1970-01-01 00:00:00.000000590	0.10892977401178919	0.8704873955963939	-105.63658938973647	0.015129135381414704	1.139557560776699e-06	2.859909692707158e-08
591	1970-01-01 00:00:00.000000591	0.10926482608545234	0.8706914778066079	-105.87799526033558	0.015175670325203252	1.1033419995526726e-06	2.850582767421194e-08
592	1970-01-01 00:00:00.000000592	0.10959161716559958	0.8710844863471189	-106.12756110053641	0.015221058029070773	1.1617554389081156e-06	2.846315069118898e-08
593	1970-01-01 00:00:00.000000593	0.10992395789200415	0.8712204996019385	-106.37617585669783	0.01526721637071651	1.045126145662859e-06	2.8385004311579492e-08
594	1970-01-01 00:00:00.000000594	0.11025555786468248	0.8715049561342794	-106.61608307665686	0.01531327188094826	1.1065174277060044e-06	2.8394067834320936e-08
595	1970-01-01 00:00:00.000000595	0.11058433835758837	0.8718744579348578	-106.86002659390161	0.015358935973665973	1.124823981143451e-06	2.838615710651296e-08
596	1970-01-01 00:00:00.000000596	0.11091654965397925	0.8721311779065744	-107.1036234083045	0.015405076494809688	1.1249402115778546e-06	2.8321800019713504e-08
597	1970-01-01 00:00:00.000000597	0.11124722966042966	0.8722463177927927	-107.35089388426888	0.015451004177061677	1.0773595551379071e-06	2.8259596689662494e-08
598	1970-01-01 00:00:00.000000598	0.11157599175025942	0.8727122377723971	-107.58841765824974	0.01549666549290903	1.164131517517226e-06	2.8278920286245466e-08
599	1970-01-01 00:00:00.000000599	0.11190357588052487	0.8728329366540054	-107.84285303867404	0.015542163316643645	1.0694847287025206e-06	2.8113042947706762e-08
600	1970-01-01 00:00:00.000000600	0.11223418969143252	0.8732488166523014	-108.08902665057748	0.015588081806585071	1.14202384396311e-06	2.7948705829858937e-08
601	1970-01-01 00:00:00.000000601	0.11256728423509076	0.8734820512186691	-108.33029337942956	0.01563434501642178	1.1091630932808987e-06	2.801497619029168e-08
602	1970-01-01 00:00:00.000000602	0.11289618890429959	0.8736738021497921	-108.57525291262137	0.01568002615291262	1.1773887280461164e-06	2.810679642319846e-08
603	1970-01-01 00:00:00.000000603	0.11322052853924797	0.874176384785999	-108.82696974527812	0.01572507341881823	1.1405336612273436e-06	2.8049273010303517e-08
604	1970-01-01 00:00:00.000000604	0.11355530178169868	0.8743227719944646	-109.06634871129562	0.01577156966787753	1.1370750615222282e-06	2.79471015263655e-08
605	1970-01-01 00:00:00.000000605	0.11388232380787237	0.8746479882954743	-109.3107537714583	0.015816989354950583	1.2063240966273625e-06	2.79894104195755e-08
606	1970-01-01 00:00:00.000000606	0.11421191748094248	0.8749117600831601	-109.55535653153153	0.015862766295911296	1.103327352202876e-06	2.7920950864912416e-08
607	1970-01-01 00:00:00.000000607	0.11454080102040817	0.875131964821861	-109.79911700103771	0.01590844479418886	1.1459530329609131e-06	2.7869251173443056e-08
608	1970-01-01 00:00:00.000000608	0.11486635933113845	0.8756040629007105	-110.04137279500954	0.01595366095650667	1.1334876366328194e-06	2.7960941737075483e-08
609	1970-01-01 00:00:00.000000609	0.11519710044959362	0.8758180581704997	-110.28962420888811	0.015999597238457546	1.1609959151381637e-06	2.781096934201269e-08
610	1970-01-01 00:00:00.000000610	0.11552443496188497	0.8759489631150381	-110.53686015246015	0.016045060455647957	1.1073173983243242e-06	2.7749108528062088e-08
611	1970-01-01 00:00:00.000000611	0.1158525907141622	0.8764658923569082	-110.78161877918036	0.016090637492650873	1.1689352575497145e-06	2.7722496823159116e-08
612	1970-01-01 00:00:00.000000612	0.11618578440145104	0.876439796925203	-111.01710506132319	0.01613691443945414	9.979941107255138e-07	2.7714628562621258e-08
613	1970-01-01 00:00:00.000000613	0.11650670081314879	0.8770294993079585	-111.26578397923876	0.016181486119377163	1.2057438274484428e-06	2.7759958287968016e-08
614	1970-01-01 00:00:00.000000614	0.1168371202177294	0.8771730592189391	-111.51566127527215	0.01622737778468982	1.1122806501054086e-06	2.74934051249543e-08
615	1970-01-01 00:00:00.000000615	0.11716505836224844	0.8776278530013879	-111.75724342470507	0.016272924776197087	1.1936539506540597e-06	2.7691218237143e-08
616	1970-01-01 00:00:00.000000616	0.1174909260696345	0.8778390153819505	-112.00885068421964	0.01631818413822969	1.1061644211986835e-06	2.753086753275477e-08
617	1970-01-01 00:00:00.000000617	0.11782143226809466	0.8779636468647435	-112.24475037139403	0.01636408785282432	1.1206993934651926e-06	2.753044470351749e-08
618	1970-01-01 00:00:00.000000618	0.11814840275850105	0.8783594431991673	-112.49100496183206	0.01640950038167939	1.07441126789712e-06	2.7469988218894115e-08
619	1970-01-01 00:00:00.000000619	0.11847253995848468	0.878737437000519	-112.72706976301679	0.01645451941186646	1.1222827714668743e-06	2.7666869851473676e-08
620	1970-01-01 00:00:00.000000620	0.11879980116158113	0.8790370513522884	-112.98352980235785	0.016499972387309294	1.1411744352773924e-06	2.7463120789236247e-08
621	1970-01-01 00:00:00.000000621	0.11912786591617597	0.8792834019397299	-113.22508236924143	0.016545536932802217	1.0416060518462072e-06	2.7467563026698546e-08
622	1970-01-01 00:00:00.000000622	0.11945537385949696	0.8795870295403295	-113.46284372940157	0.016591024084995663	1.071734169151778e-06	2.7641000641511976e-08
623	1970-01-01 00:00:00.000000623	0.11977648305613305	0.8799626306999306	-113.71890687803187	0.01663562254851005	1.210511020504158e-06	2.753718037793163e-08
624	1970-01-01 00:00:00.000000624	0.12010538788508135	0.8803134018864659	-113.96780190377294	0.01668130393388716	1.1343755561123227e-06	2.7263327376718028e-08
625	1970-01-01 00:00:00.000000625	0.12043561263850415	0.8804803409799169	-114.2073656163435	0.016727168422783933	1.0754097074896122e-06	2.7198339576992304e-08
626	1970-01-01 00:00:00.000000626	0.12076069994805194	0.8807600138354978	-114.44946297835499	0.01677231948225108	1.0806246607425107e-06	2.7217664142199707e-08
627	1970-01-01 00:00:00.000000627	0.1210835071775312	0.8812467441054092	-114.6967254334258	0.016817153812413315	1.1829815486388697e-06	2.735811909520022e-08
628	1970-01-01 00:00:00.000000628	0.12141326269044321	0.8814675510560942	-114.93948990650969	0.016862953147506923	1.0613789157164126e-06	2.730695135740828e-08
629	1970-01-01 00:00:00.000000629	0.12173730902957966	0.88169038398201	-115.18676336274001	0.016907959647119875	1.0530777822331776e-06	2.713426673326104e-08
630	1970-01-01 00:00:00.000000630	0.12205980969864912	0.8822263922064427	-115.43322237616903	0.01695275136993419	1.2628495584413406e-06	2.7291692217887564e-08
631	1970-01-01 00:00:00.000000631	0.12238953495850623	0.882304794571231	-115.67998112033196	0.016998546454011065	1.1011965971500692e-06	2.7009698354327886e-08
632	1970-01-01 00:00:00.000000632	0.12271271023690127	0.8827195923742003	-115.92989851288257	0.017043431933252636	1.0956793357971641e-06	2.6639658098310597e-08
633	1970-01-01 00:00:00.000000633	0.12304227976499049	0.8828996869880767	-116.16635341282185	0.017089205540003455	9.836255660255744e-07	2.620857766213522e-08
634	1970-01-01 00:00:00.000000634	0.12336665858357923	0.8832394810449575	-116.4003567089047	0.017134258175663948	1.0107475128151361e-06	2.7007636161672976e-08
635	1970-01-01 00:00:00.000000635	0.12368592232992902	0.8837163016271421	-116.6540536091397	0.0171786002319543	1.166277090837805e-06	2.7275292685173446e-08
636	1970-01-01 00:00:00.000000636	0.1240173090278981	0.8837999647894645	-116.89756012822734	0.017224626322994284	9.342413163153699e-07	2.7214401223015325e-08
637	1970-01-01 00:00:00.000000637	0.1243367079590775	0.8842834284723426	-117.14328038841684	0.01726898723252991	1.0475116296008497e-06	2.735280560091318e-08
638	1970-01-01 00:00:00.000000638	0.1246617974541046	0.8845342212677519	-117.39881827156218	0.017314138534811223	1.118017148809664e-06	2.7040367729715192e-08
639	1970-01-01 00:00:00.000000639	0.12498806931739431	0.8850162934164935	-117.64187619542619	0.0173594541008316	1.1873851905578655e-06	2.6919018022364707e-08
640	1970-01-01 00:00:00.000000640	0.12531569087445887	0.88520714204329	-117.88846329004329	0.017404957012987013	1.1102553419096103e-06	2.6657159272769007e-08
641	1970-01-01 00:00:00.000000641	0.12563398888120353	0.8856231065882759	-118.14068135915615	0.01744916509942936	1.0934900579486426e-06	2.6209506211258807e-08
642	1970-01-01 00:00:00.000000642	0.125966406326707	0.8857473142610199	-118.37134131374243	0.017495334299049266	9.344826951512533e-07	2.530735166039662e-08
643	1970-01-01 00:00:00.000000643	0.12629489046796752	0.8854906531859782	-118.60314241063719	0.017540956964254877	4.3974535093766184e-07	2.015680046538763e-08
644	1970-01-01 00:00:00.000000644	0.126633286350302	0.8852613562036238	-118.76237278688525	0.01758795637963762	-2.2341130622950822e-07	1.4588590600865588e-08
645	1970-01-01 00:00:00.000000645	0.126938353693476	0.8857173835692096	-118.9849199171557	0.017630326915774937	-2.434970239817053e-07	1.5782877244965304e-08
646	1970-01-01 00:00:00.000000646	0.12725623363213237	0.8862186441130839	-119.23440343044304	0.017674476960868817	-1.16192051270643e-07	1.5821346669992785e-08
647	1970-01-01 00:00:00.000000647	0.12758406640813513	0.8862871936228887	-119.47412659427782	0.01772000926921751	-3.06904273650224e-07	1.4593559422732591e-08
648	1970-01-01 00:00:00.000000648	0.1279023196523834	0.8868886435381175	-119.72252509034588	0.01776421116675271	-1.4068496935415592e-07	1.6089951015382457e-08
649	1970-01-01 00:00:00.000000649	0.1282280834625323	0.8869830049956933	-119.96929652024117	0.017809455998277348	-2.582379021981051e-07	1.3824500802351611e-08
650	1970-01-01 00:00:00.000000650	0.12855259618175535	0.8873867946959225	-120.20848045957153	0.01785452718901175	-2.1532148294056672e-07	1.504945702943774e-08
651	1970-01-01 00:00:00.000000651	0.1288758483726537	0.8877447993456173	-120.45578028241776	0.017899423445841226	-1.7483342984673676e-07	1.503974193745987e-08
652	1970-01-01 00:00:00.000000652	0.129197237204894	0.888100050853007	-120.70543000172324	0.017944060797863176	-1.7082236083060488e-07	1.2840007650562108e-08
653	1970-01-01 00:00:00.000000653	0.12952329046467437	0.888308718673346	-120.94670889618241	0.017989345766108136	-2.78203638084436e-07	1.447160720336835e-08
654	1970-01-01 00:00:00.000000654	0.12984441904104865	0.8886564206622973	-121.19670363918594	0.018033947035184544	-2.5732131339254914e-07	1.5301342248833487e-08
655	1970-01-01 00:00:00.000000655	0.13016836064782908	0.8890791583907649	-121.442502808408	0.018078938909372847	-1.906586327425913e-07	1.542969316951228e-08
656	1970-01-01 00:00:00.000000656	0.1304915307427193	0.8894015628640358	-121.68822565914182	0.018123823644666553	-1.9608476841030501e-07	1.554974824178601e-08
657	1970-01-01 00:00:00.000000657	0.13081507980719573	0.8896720504045447	-121.9360599070408	0.01816876105009468	-2.363643145200551e-07	1.4049391659597385e-08
658	1970-01-01 00:00:00.000000658	0.13113575940628236	0.8900732402830515	-122.17958027269589	0.018213300012081466	-2.514106374508112e-07	1.4923912294495886e-08
659	1970-01-01 00:00:00.000000659	0.13145969532516819	0.8904390150940141	-122.42502544419528	0.018258291012592718	-1.5011312947214078e-07	1.6034420497256702e-08
660	1970-01-01 00:00:00.000000660	0.1317820636724138	0.8908042262586207	-122.6773864137931	0.01830306440862069	-1.698069296808621e-07	1.5861874860519882e-08
661	1970-01-01 00:00:00.000000661	0.1321033184541229	0.8911309830091237	-122.92770633499742	0.018347683045274572	-1.8475222408159752e-07	1.695629615406299e-08
662	1970-01-01 00:00:00.000000662	0.13243097376936316	0.8913434253356282	-123.17324283993116	0.01839319086919105	-2.771522582753872e-07	1.4784488018034108e-08
663	1970-01-01 00:00:00.000000663	0.13275044130322358	0.8917943756421307	-123.41436614376832	0.018437561332528874	-1.392893562146181e-07	1.5611624582412993e-08
664	1970-01-01 00:00:00.000000664	0.13307341810657008	0.8921063348335919	-123.6603833074668	0.018482419160200037	-2.039608064830143e-07	1.499927168385508e-08
665	1970-01-01 00:00:00.000000665	0.13339478782593678	0.8924203801070626	-123.90654209981005	0.018527053869797964	-2.7433001919098604e-07	1.5339382064828062e-08
666	1970-01-01 00:00:00.000000666	0.1337163198897882	0.8927177441191666	-124.15698326158085	0.018571711069399	-2.457455539402446e-07	1.5361488705082833e-08
667	1970-01-01 00:00:00.000000667	0.13404051062618597	0.8930372331550803	-124.39965535621873	0.018616737498706227	-2.1495178574797307e-07	1.4821448840204508e-08
668	1970-01-01 00:00:00.000000668	0.13435961053807804	0.8935182813477737	-124.64995468454529	0.01866105700017191	-1.9875796040742653e-07	1.524814871081224e-08
669	1970-01-01 00:00:00.000000669	0.1346837699277854	0.8937468581327372	-124.89256153713892	0.018706079214236587	-2.5505856301685e-07	1.4957150203483785e-08
670	1970-01-01 00:00:00.000000670	0.1350070880419821	0.8941168963351687	-125.13656975223675	0.0187509844339298	-2.0259243019390915e-07	1.5402204207214196e-08
671	1970-01-01 00:00:00.000000671	0.13532541357918318	0.89442841013269	-125.39095497156643	0.01879519636394968	-2.923951766312253e-07	1.508557230703297e-08
672	1970-01-01 00:00:00.000000672	0.13564786755172414	0.8949123777413792	-125.63779467241379	0.018839981581034483	-1.5533456810172413e-07	1.562891391161051e-08
673	1970-01-01 00:00:00.000000673	0.13597254464900208	0.8951314374053682	-125.88112001032347	0.018885075650378527	-2.5222616726617343e-07	1.4847537243907825e-08
674	1970-01-01 00:00:00.000000674	0.13629302624935155	0.8954934217188311	-126.12880492823794	0.018929587017119144	-2.464194738388379e-07	1.542209130577415e-08
675	1970-01-01 00:00:00.000000675	0.13661454756412464	0.8958094714925116	-126.37764000688587	0.018974242762954036	-2.0862066963849194e-07	1.5620612833561166e-08
676	1970-01-01 00:00:00.000000676	0.13693312827657378	0.8963224710698315	-126.63326093911249	0.019018490020639836	-1.3189708678362576e-07	1.3910658247875253e-08
677	1970-01-01 00:00:00.000000677	0.13726010177036782	0.8963971375558611	-126.86915984874527	0.019063902978686834	-3.128758681607081e-07	1.3007430322887318e-08
678	1970-01-01 00:00:00.000000678	0.13757983086079006	0.8968926894428153	-127.11350058651027	0.019108309767120926	-2.312491520296705e-07	1.3798447968413152e-08
679	1970-01-01 00:00:00.000000679	0.13790143202479338	0.8970466153753444	-127.35951348140495	0.019152976859504133	-3.4087289526101937e-07	1.4138194626033339e-08
680	1970-01-01 00:00:00.000000680	0.13822167206135816	0.8975156735436056	-127.60920829024475	0.01919745439331265	-2.326814794708721e-07	1.4649756790927426e-08
681	1970-01-01 00:00:00.000000681	0.13854197284014486	0.8979704580444904	-127.85681536471805	0.01924194061045008	-2.3695599246421804e-07	1.5374922668950502e-08
682	1970-01-01 00:00:00.000000682	0.13886374217323919	0.8982546020492509	-128.1065979679697	0.01928663074737386	-2.073292339452385e-07	1.4560656528921275e-08
683	1970-01-01 00:00:00.000000683	0.1391866081509564	0.8985809295709115	-128.34994614854386	0.019331473375840083	-2.567835441961055e-07	1.3656844099669228e-08
684	1970-01-01 00:00:00.000000684	0.13950580953119615	0.8989425827473284	-128.59645341261634	0.019375806725267147	-2.3358838643743535e-07	1.4108957285773028e-08
685	1970-01-01 00:00:00.000000685	0.13982852139783095	0.8992187893957653	-128.84483191599244	0.019420627942847307	-3.0223279260130826e-07	1.4147369688858863e-08
686	1970-01-01 00:00:00.000000686	0.14014636484858914	0.8996923977804543	-129.09770160013764	0.019464772914659326	-2.3720101662422581e-07	1.361416666672196e-08
687	1970-01-01 00:00:00.000000687	0.1404711206521739	0.8998889963250517	-129.33967123878537	0.019509877789855072	-2.6478176432729465e-07	1.4343126347345504e-08
688	1970-01-01 00:00:00.000000688	0.14078753476468567	0.9005740696667811	-129.59558438680867	0.019553824282033665	-1.608449771075232e-07	1.688775618245676e-08
689	1970-01-01 00:00:00.000000689	0.14111280845968296	0.900671685889042	-129.84521659200553	0.01959900122329428	-2.2000397344589934e-07	1.4685237881157013e-08
690	1970-01-01 00:00:00.000000690	0.1414323696213425	0.9009914610154905	-130.08998662650603	0.01964338474698795	-2.680833431934595e-07	1.3366345338559757e-08
691	1970-01-01 00:00:00.000000691	0.1417533991049914	0.9015391120481927	-130.33166506024097	0.019687972113597248	-2.2866659697392942e-07	1.4998324303860818e-08
692	1970-01-01 00:00:00.000000692	0.1420743508747856	0.9016539543567753	-130.58825765008575	0.019732548723842197	-1.7420692517461405e-07	1.1605029247879346e-08
693	1970-01-01 00:00:00.000000693	0.14239655441252363	0.9019556196628248	-130.82837947703425	0.019777299251677274	-3.457378660526407e-07	1.2267185359716525e-08
694	1970-01-01 00:00:00.000000694	0.14271654200481432	0.9025043760316369	-131.07229912310868	0.019821741886176067	-2.901401886036795e-07	1.4326890974225045e-08
695	1970-01-01 00:00:00.000000695	0.14303533446376313	0.9027958778102944	-131.32464055775523	0.01986601863659838	-2.495474298891375e-07	1.4581639340225635e-08
696	1970-01-01 00:00:00.000000696	0.14335383286893705	0.9031882709494324	-131.57917387340902	0.01991025450980392	-1.8063913692466465e-07	1.4378960423874191e-08
697	1970-01-01 00:00:00.000000697	0.1436786416609589	0.9034190519006849	-131.82888969178083	0.019955366881849314	-1.728076579873459e-07	1.1140438387639725e-08
698	1970-01-01 00:00:00.000000698	0.14400125550387596	0.9037884942291128	-132.06503917312662	0.02000017434108527	-3.336905052487511e-07	1.4095255790796648e-08
699	1970-01-01 00:00:00.000000699	0.14431596053356283	0.9043806035972461	-132.31971419965575	0.020043883540447505	-1.457186767848537e-07	1.489167345268985e-08
700	1970-01-01 00:00:00.000000700	0.14463937338129496	0.9045295516615279	-132.56871384035628	0.020088801952723535	-2.271880895260363e-07	1.198892090657274e-08
701	1970-01-01 00:00:00.000000701	0.14496165022359822	0.9048260041967664	-132.80868331613348	0.020133562562779497	-2.5130806955968356e-07	1.3718191631421503e-08
702	1970-01-01 00:00:00.000000702	0.1452791176500946	0.905260649561328	-133.0596614828832	0.02017765525030105	-2.6966216327197657e-07	1.4344864825442882e-08
703	1970-01-01 00:00:00.000000703	0.14559983139075125	0.9055740365480489	-133.31023395220905	0.020222198832731648	-3.237192993720131e-07	1.3169212515382569e-08
704	1970-01-01 00:00:00.000000704	0.1459208704428424	0.9059463293683487	-133.5590494164092	0.02026678757294885	-2.483363336010985e-07	1.2062468018912735e-08
705	1970-01-01 00:00:00.000000705	0.14624153195876288	0.9063629903264605	-133.8030923024055	0.020311323797250858	-2.964438207749141e-07	1.3276406645635807e-08
706	1970-01-01 00:00:00.000000706	0.14656302264604812	0.9066214258247424	-134.05053771477665	0.020355975347079037	-2.905953882551546e-07	1.339917786694459e-08
707	1970-01-01 00:00:00.000000707	0.14687911574504736	0.907142434298019	-134.30512899224806	0.020399877190353147	-2.0918631490094745e-07	1.5463148218988422e-08
708	1970-01-01 00:00:00.000000708	0.14720191628227194	0.9074309208261617	-134.55408931153184	0.020444710540447504	-2.2439854927693634e-07	1.4426819752891678e-08
709	1970-01-01 00:00:00.000000709	0.1475226280744058	0.9078098763864967	-134.79726315880123	0.02048925386324492	-2.397516080055116e-07	1.4475521467811403e-08
710	1970-01-01 00:00:00.000000710	0.1478419614803366	0.908077005546969	-135.04743932680748	0.020533605808002748	-2.8359929603640734e-07	1.3694145113031202e-08
711	1970-01-01 00:00:00.000000711	0.14816165834909717	0.9084951312123818	-135.2951709372313	0.020578008104901117	-2.3648990285124681e-07	1.4277755283013405e-08
